gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
YOL118C,10.85938,-1.334121,0.42894181,0.0007868514,0.002130174
YOL119C,156.7885,-3.020186,0.34972562,2.008217e-20,1.0356200000000002e-18
YOL126C,30.04018,-1.716303,0.31494858,1.354691e-08,8.950837e-08
YOL129W,77.27626,-1.69119,0.34874036,3.363643e-07,1.720612e-06
YOL151W,25.43367,-1.085048,0.52126827,0.0194824,0.03769886
YOL153C,76.73984,-3.174718,0.44338912,1.611553e-15,3.549333e-14
YOL154W,40.27418,-1.354111,0.75139372,0.02010675,0.03876509
YOL159C-A,125.3676,-2.641392,0.46085999,1.709421e-10,1.562371e-09
YOR002W,102.0001,-1.196709,0.22466006,5.470927e-08,3.192464e-07
YOR008C-A,4.977292,-1.432927,0.95045006,0.02210716,0.04221124
YOR012W,17.07934,-3.19474,0.81676865,2.63951e-07,1.374582e-06
YOR018W,206.5205,-1.326149,0.19056094,1.666656e-12,2.211632e-11
YOR019W,875.4982,-2.015279,0.40617503,9.350296e-08,5.243937e-07
YOR031W,766.1504,-3.563532,0.46543597,1.3635730000000001e-17,4.324571e-16
YOR032C,104.0541,-1.486931,0.29137665,1.280935e-07,7.052925e-07
YOR032W-A,23.27603,-1.974743,0.46848063,3.378417e-06,1.429573e-05
YOR035C,147.8458,-1.361398,0.27788344,4.334973e-07,2.178822e-06
YOR037W,18.9687,-1.640941,0.45462931,8.140745e-05,0.0002672709
YOR043W,118.3495,-1.065414,0.15763613,8.709836e-12,1.010383e-10
YOR044W,103.7863,-2.281163,0.28390903,6.992643000000001e-17,1.928449e-15
YOR049C,591.2806,-3.856968,0.30716038,1.7960650000000002e-39,1.0356759999999999e-36
YOR054C,1479.558,-1.104959,0.24182562,2.891739e-06,1.237672e-05
YOR059C,131.5113,-1.237038,0.20545716,9.19645e-10,7.383934e-09
YOR060C,44.571,-1.178606,0.280812,1.470892e-05,5.537014e-05
YOR062C,98.65092,-1.02951,0.24488626,1.648432e-05,6.143363e-05
YOR065W,134.7247,-1.431474,0.31101984,1.696298e-06,7.60397e-06
YOR071C,24.64684,-1.270333,0.39387993,0.0005857345,0.001632388
YOR072W-B,115.35,-1.115537,0.44241994,0.006218573,0.01367224
YOR095C,14.99985,-1.289288,0.44069428,0.001513538,0.003847845
YOR100C,64.93118,-3.572515,0.53092863,1.378156e-14,2.586286e-13
YOR107W,16.35656,-1.514607,0.43523287,0.0001650882,0.0005128083
YOR109W,145.9247,-1.351972,0.16093491,2.1229090000000002e-17,6.351703e-16
YOR118W,63.86647,-1.198624,0.20787939,4.461644e-09,3.205006e-08
YOR120W,154.9376,-1.308644,0.34485813,6.797901e-05,0.0002258726
YOR122C,148.048,-2.063141,0.38969729,1.452658e-08,9.499187e-08
YOR125C,48.83555,-1.260366,0.27249475,1.884653e-06,8.359689e-06
YOR130C,36.65037,-1.043948,0.31140448,0.0004862295,0.001373788
YOR134W,224.5929,-1.432247,0.24388369,1.809301e-09,1.392766e-08
YOR136W,67.11634,-1.993844,0.25745368,1.571691e-15,3.473601e-14
YOR137C,157.0144,-1.395754,0.17646447,1.171138e-15,2.662554e-14
YOR138C,77.08438,-1.016193,0.26116838,6.313146e-05,0.0002113155
YOR147W,71.2261,-1.610048,0.28715127,6.668621e-09,4.668771e-08
YOR152C,99.19931,-1.40516,0.23403191,8.421845e-10,6.831172e-09
YOR160W,66.96545,-1.118476,0.28150644,4.078888e-05,0.0001416113
YOR161C,86.7454,-2.93595,0.35424703,5.831867999999999e-19,2.326512e-17
YOR173W,352.3566,-2.757386,0.41253365,2.566564e-13,3.970663e-12
YOR176W,44.44216,-2.275719,0.36861979,4.61885e-11,4.657768e-10
YOR178C,348.3745,-1.213268,0.25253061,8.267246e-07,3.97869e-06
YOR180C,29.88856,-1.022714,0.35505998,0.002411992,0.005848342
YOR186W,35.27649,-2.664969,0.57473673,5.128972e-08,3.01791e-07
YOR193W,61.11871,-2.354681,0.28756649,1.554687e-17,4.88187e-16
YOR215C,589.9363,-1.637508,0.2863725,3.349064e-09,2.441737e-08
YOR219C,356.0869,-1.379514,0.29152084,9.726592e-07,4.590459e-06
YOR220W,283.2836,-2.257698,0.53619844,1.483189e-06,6.734829e-06
YOR227W,203.4151,-1.010066,0.18167192,1.754008e-08,1.12951e-07
YOR228C,20.71974,-2.056795,0.51501435,6.756778e-06,2.722887e-05
YOR230W,169.0014,-1.264748,0.22856312,1.605334e-08,1.042235e-07
YOR249C,46.89824,-1.102045,0.27903698,4.575994e-05,0.0001571496
YOR258W,41.54205,-1.519795,0.30891046,3.141733e-07,1.612299e-06
YOR261C,1162.456,-1.042883,0.23545354,5.897866e-06,2.399626e-05
YOR266W,54.37172,-1.385766,0.32055672,6.573596e-06,2.650751e-05
YOR273C,61.58868,-1.72414,0.35460742,2.968464e-07,1.533304e-06
YOR285W,503.5006,-1.388237,0.33217703,1.236357e-05,4.727073e-05
YOR288C,43.0915,-1.107572,0.41649983,0.004265,0.009766388
YOR289W,119.8596,-2.236681,0.37731611,2.364099e-10,2.094341e-09
YOR292C,106.6283,-2.639795,0.2910471,2.335866e-21,1.4525879999999999e-19
YOR316C,23.84458,-1.484526,0.31422445,8.744428e-07,4.170369e-06
YOR317W,121.5479,-1.100121,0.29014162,8.71875e-05,0.0002849203
YOR320C,59.92534,-1.245327,0.26133821,9.701379e-07,4.585384e-06
YOR343C,7.51018,-2.570969,0.62228261,6.963861e-07,3.387406e-06
YOR344C,169.856,-1.918802,0.26000772,3.045302e-14,5.503233e-13
YOR347C,51.07703,-1.471349,0.30225003,4.380429e-07,2.198185e-06
YOR348C,75.20451,-5.165585,0.40481759,2.7469710000000003e-39,1.452003e-36
YOR349W,69.7453,-1.520514,0.2391651,7.749627e-11,7.447861e-10
YOR352W,53.05908,-1.596746,0.30752131,6.762395e-08,3.878289e-07
YOR353C,55.1369,-1.277088,0.25670965,3.257587e-07,1.669053e-06
YOR356W,60.46131,-1.689953,0.30551467,8.960385e-09,6.131146e-08
YOR357C,24.40466,-3.573294,0.54716934,5.449969e-14,9.292783e-13
YOR374W,421.4079,-2.314155,0.29863072,6.127904e-16,1.444955e-14
YOR375C,104.2176,-1.549269,0.4382242,0.0001270255,0.0004042763
YOR376W-A,22.72139,-3.195201,0.75582721,6.441404e-08,3.721114e-07
YOR388C,15.39853,-2.389341,0.92322561,0.0002275152,0.0006931455
YPL002C,25.0322,-2.915711,0.51220229,7.181697e-11,6.933562e-10
YPL003W,282.9118,-2.071508,0.21365077,4.43569e-23,3.431168e-21
YPL004C,207.8274,-1.726415,0.28008888,1.9233e-10,1.730425e-09
YPL010W,19.57211,-1.752185,0.44826803,2.041372e-05,7.475996e-05
YPL014W,87.22279,-2.544515,0.46433178,1.051037e-09,8.385822e-09
YPL015C,47.79028,-1.679826,0.29405781,3.220177e-09,2.361339e-08
YPL017C,160.0479,-1.558407,0.32173974,4.34127e-07,2.180259e-06
YPL018W,24.04653,-2.05597,0.43554625,2.744831e-07,1.427087e-06
YPL028W,305.2093,-1.097214,0.46350588,0.009589435,0.02008114
YPL061W,438.4995,-2.695272,0.41893056,1.77456e-12,2.345007e-11
YPL077C,15.34902,-1.14226,0.35034577,0.0006067603,0.001684324
YPL078C,316.7312,-1.342633,0.3385573,3.250043e-05,0.0001145279
YPL096C-A,21.88295,-1.672342,0.43666493,3.292945e-05,0.0001158466
YPL109C,76.61385,-1.689565,0.22479155,1.681606e-14,3.109746e-13
YPL111W,89.75573,-1.339114,0.34468055,4.544685e-05,0.0001562436
YPL113C,35.04314,-3.568343,0.45206451,2.020606e-18,7.241074e-17
YPL117C,83.98704,-1.194315,0.3724354,0.000686781,0.001878505
YPL119C,92.7898,-1.142131,0.35017266,0.000604237,0.001679301
YPL119C-A,6.150548,-2.173855,0.76591828,0.0002319108,0.0007045068
YPL123C,93.97252,-1.523316,0.36899619,1.260901e-05,4.806428e-05
YPL125W,77.72969,-1.010781,0.21194568,1.192435e-06,5.533001e-06
YPL133C,49.87144,-1.84847,0.30354522,2.414726e-10,2.133523e-09
YPL135W,27.61134,-1.768304,0.35755756,1.790838e-07,9.667475e-07
YPL149W,71.09647,-1.021178,0.24880373,2.563152e-05,9.248051e-05
YPL152W,232.9435,-2.983979,0.34727366,3.447544e-20,1.669295e-18
YPL154C,255.4782,-1.453307,0.28217042,1.045984e-07,5.819893e-07
YPL162C,11.24592,-1.64263,0.5023189,0.0002687818,0.0008076188
YPL165C,19.86915,-1.462077,0.51333608,0.001442,0.003689635
YPL171C,33.58285,-1.446391,0.4667251,0.0006831094,0.001869268
YPL172C,67.37789,-1.21174,0.21956247,1.843917e-08,1.183802e-07
YPL175W,25.76084,-1.091721,0.38645454,0.00265755,0.00638812
YPL186C,639.0779,-1.370166,0.35268397,4.360726e-05,0.0001504901
YPL189C-A,24.38327,-1.899154,0.76678205,0.001299145,0.003356609
YPL196W,160.2966,-1.655946,0.39324216,7.018872e-06,2.823127e-05
YPL200W,5.326168,-3.368573,0.99004732,1.483046e-06,6.734829e-06
YPL201C,94.14985,-1.814496,0.6502274,0.0007618734,0.002068734
YPL204W,90.292,-1.281739,0.23936954,4.288688e-08,2.559092e-07
YPL215W,24.20219,-1.011219,0.42122247,0.009740232,0.02037003
YPL222W,26.21931,-1.743667,0.37050692,6.141548e-07,3.008173e-06
YPL223C,9.76904,-1.990232,0.75104871,0.0006607,0.001815119
YPL230W,912.7622,-1.593386,0.33089226,4.72214e-07,2.358467e-06
YPL236C,21.49441,-1.248463,0.41358515,0.001194671,0.003117153
YPL247C,79.25893,-1.335551,0.40645535,0.0004346681,0.00124474
YPL248C,55.13385,-1.474413,0.37745591,3.436115e-05,0.0001206158
YPL250C,110.1084,-1.900482,0.55537217,8.743785e-05,0.0002855913
YPL257W,96.96124,-2.07764,0.43990307,2.552686e-07,1.332649e-06
YPL262W,193.6788,-1.613324,0.30855973,5.422334e-08,3.167023e-07
YPL264C,55.24696,-3.293816,0.40933111,1.0563450000000001e-18,3.997324e-17
YPL265W,2838.691,-2.879381,0.22373072,4.363038e-40,2.767475e-37
YPL269W,41.43182,-1.121889,0.33786708,0.0005026692,0.00141771
YPL274W,182.5151,-1.50732,0.39285534,4.309668e-05,0.0001488091
YPL280W,1.883264,-1.331592,1.35942654,0.01898943,0.03686868
YPR001W,7.549793,-1.718587,0.6349068,0.001222825,0.003182758
YPR002W,25.61399,-3.320572,0.67558008,1.58665e-09,1.233349e-08
YPR003C,228.1953,-1.101132,0.1891332,3.504232e-09,2.549008e-08
YPR005C,75.5762,-1.33745,0.30422852,5.024684e-06,2.066898e-05
YPR006C,65.74292,-1.2438,0.3254259,6.602881e-05,0.0002199689
YPR010C-A,194.382,-4.393781,0.54510222,1.0587270000000001e-18,3.997324e-17
YPR011C,44.32093,-1.297175,0.26611635,5.305658e-07,2.6251e-06
YPR013C,218.8111,-2.170864,0.22800769,1.853955e-22,1.3363219999999999e-20
YPR014C,6.8393,-1.79809,0.70249645,0.001433677,0.003671301
YPR015C,1803.228,-3.514192,0.41568987,1.967881e-20,1.023137e-18
YPR016C,21.44562,-1.340916,0.40957969,0.000449522,0.00128034
YPR020W,31.92303,-1.061629,0.44168647,0.009117029,0.0192124
YPR026W,410.1806,-2.378479,0.46565411,1.43661e-08,9.413652e-08
YPR028W,211.5384,-2.267819,0.32139847,1.281191e-13,2.04916e-12
YPR030W,332.5496,-1.397808,0.43712031,0.0005344249,0.001498611
YPR035W,165.9103,-1.49443,0.33572369,3.142824e-06,1.334333e-05
YPR036W-A,111.1813,-3.454037,0.50693273,9.16199e-15,1.766398e-13
YPR038W,23.90226,-2.761903,0.46870905,4.030791e-11,4.130421e-10
YPR042C,177.9993,-1.770402,0.18929713,2.274537e-21,1.4284539999999998e-19
YPR046W,18.41606,-1.327913,0.4122686,0.0005487798,0.001534793
YPR051W,55.11289,-3.470915,0.40964566,1.805598e-20,9.465212e-19
YPR056W,112.4581,-1.752264,0.2292417,5.658218e-15,1.128888e-13
YPR061C,70.72061,-1.854464,0.28744698,2.367177e-11,2.532041e-10
YPR065W,129.7536,-1.115892,0.35822426,0.00102454,0.002721382
YPR066W,65.08886,-2.661477,0.28688045,3.114179e-22,2.124004e-20
YPR071W,23.18931,-1.358748,0.39820929,0.0002695625,0.0008091977
YPR082C,49.97669,-2.105477,0.30989319,1.30071e-12,1.767397e-11
YPR083W,22.10062,-1.989651,0.3876469,4.149453e-08,2.480677e-07
YPR098C,262.5199,-1.628228,0.30830381,3.98247e-08,2.392373e-07
YPR103W,112.5839,-1.023071,0.266401,7.711571e-05,0.0002542333
YPR109W,231.0005,-2.175187,0.36306322,1.947258e-10,1.749498e-09
YPR118W,45.78994,-1.795712,0.34846343,5.79316e-08,3.371194e-07
YPR127W,159.1285,-2.764936,0.42759423,1.068181e-12,1.482598e-11
YPR131C,21.13442,-1.102542,0.38950792,0.00258023,0.006222965
YPR138C,185.5031,-1.699856,0.30379015,6.116735e-09,4.315734e-08
YPR140W,43.03306,-1.082607,0.27780782,5.791179e-05,0.0001950794
YPR145C-A,41.8514,-1.315134,0.49884625,0.003405186,0.007993744
YPR145W,184.0041,-1.31098,0.23666868,1.475154e-08,9.636353e-08
YPR147C,26.40731,-2.385844,0.43193392,1.490747e-09,1.163076e-08
YPR149W,379.2473,-3.100087,0.31311229,9.639425e-26,1.045821e-23
YPR151C,708.9945,-1.940244,0.38143202,5.952447e-08,3.457543e-07
YPR155C,63.74134,-2.321745,0.34571953,1.150934e-12,1.587038e-11
YPR156C,73.44301,-3.078556,0.36217683,5.087992e-20,2.338633e-18
YPR159C-A,5.993323,-5.05854,1.47048181,1.804742e-07,9.717725e-07
YPR166C,7.045256,-1.94356,0.75150487,0.0008856145,0.002377255
YPR170W-B,48.9745,-1.462331,0.27627173,4.803123e-08,2.834066e-07
YPR172W,17.90252,-1.60275,0.50905729,0.0004350247,0.001245199
YPR181C,62.87232,-1.378892,0.32191339,7.91752e-06,3.136841e-05
YPR184W,887.4139,-2.433639,0.45871497,4.152788e-09,2.989913e-08
YPR191W,31.01317,-1.796435,0.39821895,1.384009e-06,6.32021e-06
YPR192W,78.45591,-4.093462,0.70054593,4.230139e-12,5.140186e-11
YPR193C,53.19209,-1.984938,0.31604336,5.350194e-11,5.310842e-10
YPR194C,327.4618,-3.496768,0.53015554,3.89848e-14,6.926628e-13
YPR196W,535.9022,-2.633779,0.3097401,3.664795e-19,1.519333e-17
YPR198W,143.3946,-1.824637,0.23192829,8.536369e-16,1.968952e-14
YPR200C,11.6607,-1.657078,0.63923897,0.001914163,0.004733542
